CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE,INPUT
1268790575;1467087308;182137168;110526085;534876133;1461361;0,2656
922757953;1275993316;382743344;174839659;869261752;2206049;0,2688
1389248275;1609163117;204455897;121399597;589459550;1611446;0,2720
1186490859;1478593749;297112521;152536439;747187724;1987300;0,2752
1489039096;1726775303;222414287;130787866;635021506;1696895;0,2784
1013945097;1531788498;583386019;247688073;1242262933;3065361;0,2816
1594626960;1852202289;242992725;140927033;686154982;1840388;0,2848
1362961172;1710607681;356589786;180751025;885972585;2346918;0,2880
1715639162;1994755880;264215571;152409646;741624871;1996760;0,2912
1267854847;1771437055;548082215;248467931;1233357378;3099967;0,2944
1824044463;2124920464;286441466;163561176;796967565;2106318;0,2976
1580358503;1976179084;408411918;204823140;1005466115;2606683;0,3008
1966722992;2284937754;302820331;173565718;845019321;2202326;0,3040
1417558017;2137399679;824122219;342026057;1714874211;4275014;0,3072
2095390205;2436760729;326322041;185662491;905599000;2399103;0,3104
1836758665;2286243232;466553311;231393715;1137205401;2953056;0,3136
2240916627;2609373203;354441963;199515733;973947824;2532892;0,3168
1563119961;2230858608;732899552;327316087;1633988676;4029103;0,3200
2382571904;2782620806;387984602;215406822;1052831777;2730278;0,3232
1954362611;2497954787;562578394;280673561;1379643807;3519339;0,3264
2526913270;2958311824;417864592;232407962;1135623618;2913383;0,3296
1713786507;2598575012;993950703;424129740;2130761086;5200854;0,3328
2664201920;3130415998;455592767;249738457;1221975509;3134270;0,3360
2134379362;2775396582;665977788;328050189;1618417670;4088917;0,3392
2839666193;3346207315;495119521;270395926;1323299041;3418693;0,3424
2010940164;2925899980;999705143;448987352;2240315798;5542222;0,3456
2898088528;3449236409;543816967;293393507;1437000167;3654532;0,3488
2387048333;3130156294;775722257;379137208;1870040501;4684070;0,3520
3032736133;3628291554;588742145;316743363;1551820246;3959646;0,3552
2252219454;3451212417;1356326972;572517586;2873436003;7047040;0,3584
3232965051;3867293628;631080843;336411349;1648393302;4233205;0,3616
2624453548;3482424069;903853399;436253444;2150294788;5391466;0,3648
3311736151;3996578026;683243307;362886435;1778345118;4536365;0,3680
2551100403;3735146017;1295933938;580044607;2898343167;7112836;0,3712
3382084848;4127759025;744121874;394658889;1934655020;4852709;0,3744
2904097362;3878652913;1026756648;494362451;2438414717;6049484;0,3776
3559569684;4346013166;783247080;416508838;2041466575;5139575;0,3808
2736202651;4170859806;1603712875;690411313;3462934921;8404032;0,3840
3702848980;4546079183;841887249;445868886;2185284201;5506273;0,3872
3199652697;4304885280;1164620127;561077457;2765242860;6895124;0,3904
3906347116;4824237772;920125513;483900392;2372261200;6059555;0,3936
3061186744;4563183631;1644402407;736375698;3671090822;9008339;0,3968
4077472716;5056700556;984368879;514425747;2523056285;6184005;0,4000
